player_id,player,team_id,team,position,pred_goals_per_game,pred_xg_per_game,pred_shots_per_game,pred_passes_per_game,pred_pass_completion_pct,pred_pressures_per_game,pred_crosses_per_game,pred_dribbles_per_game,pred_interceptions_per_game,games_in_sample,competitions_used,data_quality
12293.0,Kaan Ayhan,909,Turkey,Left Defensive Midfield,0.0,0.12,1.5,33.0,88.2,6.0,0.0,0.0,1.0,7,EURO2024,good
12751.0,Tyler Adams,1839,United States,Right Center Back,0.0,0.0,0.0,4.0,75.0,1.0,0.0,0.0,0.0,5,Copa2024,good
29560.0,Julián Álvarez,779,Argentina,Center Forward,0.0,0.0,0.0,5.0,80.0,5.0,0.0,0.0,0.0,6,Copa2024,good
5260.0,Rodrigo Bentancur Colmán,783,Uruguay,Right Center Midfield,1.0,0.08,1.0,14.0,57.1,11.0,0.0,1.0,1.0,7,Copa2024,good
9927.0,Rúben Diogo Da Silva Neves,780,Portugal,Right Defensive Midfield,0.0,0.01,0.5,23.5,96.5,2.0,0.0,0.0,0.0,4,EURO2024,limited
11187.0,Stephen Antunes Eustáquio,1833,Canada,Left Defensive Midfield,0.0,0.24,0.8,55.2,81.6,19.2,0.6,1.0,1.0,6,Copa2024,good
22097.0,Randal Kolo Muani,771,France,Right Wing,0.0,0.0,0.0,3.0,25.0,4.5,0.5,0.0,0.0,7,EURO2024,good
22168.0,Joshua Sargent,1839,United States,Left Center Forward,0.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,2,Copa2024,poor
26386.0,Luis Francisco Romo Barrón,794,Mexico,Left Defensive Midfield,0.0,0.01,1.0,8.0,75.0,4.0,0.0,1.0,1.0,5,Copa2024,good
3026.0,Adrien Rabiot,771,France,Left Center Midfield,0.0,0.02,0.7,43.7,89.4,9.7,0.3,0.3,0.0,5,EURO2024,good
3089.0,Kevin De Bruyne,782,Belgium,Right Midfield,0.0,0.0,0.0,3.0,66.7,1.0,0.0,0.0,0.0,7,EURO2024,good
3193.0,Bernardo Mota Veiga de Carvalho e Silva,780,Portugal,Left Wing,1.0,0.78,1.0,5.0,100.0,0.0,0.0,0.0,0.0,7,EURO2024,good
5637.0,Edgar Yoel Bárcenas Herrera,798,Panama,Right Wing,0.0,0.0,0.0,2.0,100.0,1.0,0.0,0.0,0.0,7,Copa2024,good
6919.0,Guilherme Antonio Arana Lopes,781,Brazil,Left Back,0.0,0.03,0.5,71.5,81.9,8.5,3.0,0.5,1.5,2,Copa2024,poor
6989.0,Timothy Castagne,782,Belgium,Left Back,0.0,0.0,0.0,5.0,40.0,1.0,0.0,0.0,0.0,6,EURO2024,good
7294.0,Yoane Wissa,4881,Congo DR,Left Wing,0.0,0.2,1.5,10.3,72.7,8.0,0.0,2.3,0.3,7,AFCON2023,good
316046.0,Lamine Yamal Nasraoui Ebana,772,Spain,Right Wing,0.14,0.23,2.6,29.1,77.4,16.0,1.1,3.9,0.4,7,EURO2024,good
3533.0,Xherdan Shaqiri,773,Switzerland,Center Forward,1.0,0.78,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2,EURO2024,poor
8518.0,Marcel Sabitzer,915,Austria,Left Attacking Midfield,0.0,0.0,0.0,17.0,58.8,1.0,1.0,0.0,0.0,7,EURO2024,good
9000.0,Eberechi Eze,768,England,Left Wing,0.0,0.0,0.0,6.0,50.0,5.5,0.0,0.5,0.0,6,EURO2024,good
18395.0,Vinícius José Paixão de Oliveira Júnior,781,Brazil,Left Wing,0.0,0.01,0.5,19.5,73.9,11.0,2.5,3.5,0.0,4,Copa2024,limited
31751.0,Pathé Ismaël Ciss,787,Senegal,Center Defensive Midfield,0.0,0.0,0.0,25.0,96.0,10.0,0.0,0.0,0.0,1,AFCON2023,poor
32712.0,Jeremie Frimpong,941,Netherlands,Right Wing,0.0,0.09,1.0,12.0,41.7,7.0,0.0,0.0,0.5,4,EURO2024,limited
35441.0,David Doudera,912,Czech Republic,Left Back,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,EURO2024,poor
66886.0,Mostafa Mohamed Ahmed Abdallah,774,Egypt,Right Center Forward,0.5,0.28,2.0,4.5,87.5,1.5,0.0,0.5,0.0,7,AFCON2023,good
3226.0,Bassem Srarfi,777,Tunisia,Right Wing,0.0,0.0,0.0,6.0,83.3,1.0,0.0,0.0,0.0,2,AFCON2023,poor
3664.0,Trent Alexander-Arnold,768,England,Right Back,0.0,0.02,1.0,8.0,75.0,0.0,0.0,0.0,0.0,4,EURO2024,limited
7039.0,Hakan Çalhanoğlu,909,Turkey,Left Defensive Midfield,0.0,0.03,1.0,37.7,89.8,6.0,0.7,0.3,1.0,7,EURO2024,good
25142.0,Bruno Guimarães Rodriguez Moura,781,Brazil,Right Center Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,Copa2024,good
36539.0,Wilfried Stephane Singo,3374,Côte d'Ivoire,Right Center Back,0.0,0.03,0.8,18.0,81.0,2.8,0.8,0.3,0.5,7,AFCON2023,good
67728.0,Mahmoud Hamada,774,Egypt,Left Defensive Midfield,1.0,0.78,1.0,9.0,77.8,6.0,0.0,0.0,2.0,2,AFCON2023,poor
70835.0,Mohamed Hamdy Sharaf,774,Egypt,Left Back,0.0,0.0,0.0,47.5,79.7,7.0,4.0,0.8,1.5,4,AFCON2023,limited
9929.0,Diogo José Teixeira da Silva,780,Portugal,Left Center Forward,0.0,0.0,0.0,12.0,50.0,12.0,1.0,2.0,0.0,4,EURO2024,limited
15890.0,Noussair Mazraoui,788,Morocco,Left Back,0.0,0.0,0.0,34.0,79.4,5.0,4.0,0.0,0.0,1,AFCON2023,poor
16120.0,Richie Laryea,1833,Canada,Right Wing Back,0.0,0.0,0.0,6.0,50.0,4.0,1.0,0.0,0.0,7,Copa2024,good
30976.0,Jhon Jáder Durán Palacio,769,Colombia,Right Center Forward,0.0,0.0,0.0,7.0,57.1,0.0,0.0,0.0,0.0,1,Copa2024,poor
35492.0,Maximiliano Javier Araújo Vilches,783,Uruguay,Left Wing,0.0,0.03,0.3,6.3,80.0,10.7,0.3,0.7,0.3,7,Copa2024,good
50497.0,Nicolas Jackson,787,Senegal,Left Center Forward,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,5,AFCON2023,good
68574.0,Nicholas Williams Arthuer,772,Spain,Left Wing,0.33,0.16,2.0,36.5,79.8,17.7,3.7,5.3,0.2,6,EURO2024,good
91089.0,José Fajardo Nelson,798,Panama,Left Center Forward,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,6,Copa2024,good
392153.0,Lamine Camara,787,Senegal,Right Center Midfield,1.0,0.11,1.0,63.0,88.9,13.0,2.0,0.0,0.0,4,AFCON2023,limited
3089.0,Kevin De Bruyne,782,Belgium,Center Attacking Midfield,0.33,0.25,3.0,51.7,72.5,14.7,1.0,2.3,0.0,7,EURO2024,good
5206.0,Rúben Santos Gato Alves Dias,780,Portugal,Left Center Back,0.0,0.0,0.0,6.5,92.9,2.0,0.0,0.0,0.0,6,EURO2024,good
