match_id,team_id,competition_name,team,passes_attempted,passes_completed,shots,shots_on_target,goals,xg,xg_per_shot,crosses,through_balls,switches,pressures,counterpresses,interceptions,blocks,clearances,dribbles_attempted,dribbles_completed,pass_completion_pct,possession_pct,ppda,gs_team_id,team_name,team_short,game_id,rel_hsr_runs,rel_hsr_dist_m,rel_avg_peak_spd,rel_max_spd,abs_hsr_runs,abs_hsr_dist_m,abs_avg_peak_spd,abs_max_spd,delta_hsr_runs,delta_hsr_dist_m,match_date,match_stage,match_week,home_score,away_score,home_team_id,away_team_id,result
3869220,788,WC22,Morocco,365,250,10,6,3,3.704,0.37,7,2,12,177,56,18,20,35,16,10,68.5,25.5,4.97,374,Morocco,MAR,10508,80,998.9,29.77,45.0,93,1168.2,28.91,45.0,-13,-169.30000000000007,2022-12-06,Round of 16,4,0,0,788,772,D
3857293,783,WC22,Uruguay,469,364,12,6,2,1.637,0.136,11,3,12,147,53,10,23,30,14,6,77.6,48.8,2.74,369,Uruguay,URU,3856,43,581.5,25.97,45.0,62,816.5,25.41,45.0,-19,-235.0,2022-12-02,Group Stage,3,0,2,4885,783,W
3857259,2722,WC22,Cameroon,395,276,13,8,3,2.07,0.159,13,1,18,118,59,20,15,23,20,11,69.9,42.4,3.5,379,Cameroon,CMR,3840,57,715.7,23.33,39.46,61,731.8,23.88,39.46,-4,-16.09999999999991,2022-11-28,Group Stage,2,3,3,2722,786,D
3857289,794,WC22,Mexico,403,304,4,1,0,0.206,0.052,11,0,7,147,33,16,10,15,11,4,75.4,41.5,3.28,58,Mexico,MEX,3835,49,639.8,28.89,45.0,52,690.1,30.75,45.0,-3,-50.30000000000007,2022-11-26,Group Stage,2,2,0,779,794,L
3857262,791,WC22,South Korea,388,309,12,6,2,1.399,0.117,7,1,17,111,34,7,16,29,9,5,79.6,38.5,4.62,377,South Korea,KOR,3857,52,763.3,29.77,45.0,81,1134.7,27.76,45.0,-29,-371.4000000000001,2022-12-02,Group Stage,3,2,1,791,780,W
3857285,941,WC22,Netherlands,491,393,10,3,2,1.124,0.112,17,4,12,104,40,11,15,16,12,6,80.0,53.3,3.31,366,Netherlands,NED,3812,52,595.5,23.55,45.0,53,625.7,24.16,45.0,-1,-30.200000000000045,2022-11-21,Group Stage,1,0,2,787,941,W
3857259,786,WC22,Serbia,536,428,15,5,3,1.738,0.116,19,3,14,119,40,9,24,33,7,5,79.9,57.6,2.6,375,Serbia,SRB,3840,80,870.0,22.93,45.0,68,871.6,25.31,45.0,12,-1.6000000000000227,2022-11-28,Group Stage,2,3,3,2722,786,D
3857299,791,WC22,South Korea,605,499,21,6,2,1.368,0.065,28,0,44,126,46,5,15,17,7,3,82.5,64.0,2.33,377,South Korea,KOR,3841,32,332.9,23.52,37.45,40,424.6,24.64,37.45,-8,-91.70000000000005,2022-11-28,Group Stage,2,2,3,791,4885,L
3857256,773,WC22,Switzerland,445,346,14,7,3,3.104,0.222,11,4,19,83,39,18,17,27,6,4,77.8,46.1,4.42,370,Switzerland,SUI,3858,52,568.6,26.2,45.0,51,559.7,27.42,45.0,1,8.899999999999977,2022-12-02,Group Stage,3,2,3,786,773,W
3857286,3565,WC22,Ecuador,519,432,6,3,2,1.154,0.192,7,3,13,134,58,8,21,4,14,10,83.2,52.6,2.87,381,Ecuador,ECU,3814,54,710.5,25.12,45.0,50,664.0,26.16,45.0,4,46.5,2022-11-20,Group Stage,1,0,2,3566,3565,W
3857288,792,WC22,Australia,404,274,9,2,1,0.359,0.04,15,0,12,127,61,11,35,34,10,3,67.8,42.4,3.17,386,Australia,AUS,3832,37,543.5,25.61,38.49,51,730.3,24.79,38.49,-14,-186.79999999999995,2022-11-26,Group Stage,2,0,1,777,792,W
3857261,768,WC22,England,630,553,18,7,3,2.915,0.162,8,4,13,74,38,9,13,9,18,9,87.8,64.2,3.66,50,England,ENG,3846,63,661.8,24.57,35.79,56,631.1,25.57,35.79,7,30.699999999999932,2022-11-29,Group Stage,3,0,3,907,768,W
3857297,789,WC22,Poland,337,259,9,3,2,1.734,0.193,11,1,9,103,44,12,17,29,7,3,76.9,36.7,4.41,376,Poland,POL,3833,56,729.3,24.1,36.05,58,763.9,24.73,36.05,-2,-34.60000000000002,2022-11-26,Group Stage,2,2,0,789,799,W
3869354,771,WC22,France,412,328,8,5,2,0.839,0.105,9,0,7,118,36,7,14,17,10,6,79.6,42.7,3.99,363,France,FRA,10513,39,476.4,28.55,42.81,46,557.8,27.9,42.81,-7,-81.39999999999998,2022-12-10,Quarter-finals,5,1,2,768,771,W
3857261,907,WC22,Wales,351,274,7,1,0,0.208,0.03,4,0,8,136,35,4,22,14,6,1,78.1,35.8,3.89,384,Wales,WAL,3846,59,560.3,21.13,43.86,31,353.4,25.55,43.86,28,206.89999999999998,2022-11-29,Group Stage,3,0,3,907,768,L
3857289,779,WC22,Argentina,567,476,5,2,2,0.325,0.065,11,0,13,109,49,5,17,20,18,9,84.0,58.5,3.08,364,Argentina,ARG,3835,59,630.2,26.98,39.42,60,678.6,27.24,39.42,-1,-48.39999999999998,2022-11-26,Group Stage,2,2,0,779,794,W
3857256,786,WC22,Serbia,521,407,12,4,2,1.189,0.099,15,2,17,94,59,5,23,9,6,2,78.1,53.9,3.65,375,Serbia,SRB,3858,54,645.4,24.61,45.0,46,536.3,26.61,45.0,8,109.10000000000002,2022-12-02,Group Stage,3,2,3,786,773,L
3857297,799,WC22,Saudi Arabia,582,489,17,5,0,1.972,0.116,14,1,28,123,48,5,17,17,16,12,84.0,63.3,2.32,382,Saudi Arabia,KSA,3833,65,761.0,24.12,45.0,66,756.3,25.15,45.0,-1,4.7000000000000455,2022-11-26,Group Stage,2,2,0,789,799,L
3869486,780,WC22,Portugal,731,616,12,3,0,0.744,0.062,20,0,27,79,48,4,8,3,12,6,84.3,74.6,2.74,365,Portugal,POR,10512,52,548.0,25.53,40.58,65,712.9,25.42,40.58,-13,-164.89999999999998,2022-12-10,Quarter-finals,5,1,0,788,780,L
3857286,3566,WC22,Qatar,468,382,5,0,0,0.304,0.061,4,2,15,99,39,5,11,21,15,8,81.6,47.4,4.51,360,Qatar,QAT,3814,59,690.0,22.68,45.0,46,581.5,24.47,45.0,13,108.5,2022-11-20,Group Stage,1,0,2,3566,3565,L
3857265,789,WC22,Poland,362,259,6,2,0,1.138,0.19,3,1,7,135,47,8,27,28,14,8,71.5,40.0,3.2,376,Poland,POL,3818,47,582.2,25.91,41.47,55,668.4,25.86,41.47,-8,-86.19999999999993,2022-11-22,Group Stage,1,0,0,794,789,D
3857280,781,WC22,Brazil,593,512,21,8,0,2.378,0.113,18,0,16,132,64,4,10,13,13,9,86.3,64.0,2.28,361,Brazil,BRA,3859,51,538.6,24.71,34.2,56,613.0,24.76,34.2,-5,-74.39999999999998,2022-12-02,Group Stage,3,1,0,2722,781,L
3857288,777,WC22,Tunisia,548,406,14,4,0,1.052,0.075,16,3,15,121,51,8,27,35,17,9,74.1,57.6,2.59,378,Tunisia,TUN,3832,80,923.9,23.64,37.74,74,853.8,24.38,37.74,6,70.10000000000002,2022-11-26,Group Stage,2,0,1,777,792,L
3857293,4885,WC22,Ghana,493,384,9,4,0,1.393,0.155,8,2,8,146,66,6,25,26,32,22,77.9,51.2,2.65,383,Ghana,GHA,3856,80,1024.5,23.62,45.0,65,850.1,24.97,45.0,15,174.39999999999998,2022-12-02,Group Stage,3,0,2,4885,783,L
3857280,2722,WC22,Cameroon,333,254,7,3,1,0.383,0.055,6,1,12,140,46,11,16,25,12,7,76.3,36.0,3.55,379,Cameroon,CMR,3859,57,642.8,26.87,41.72,75,928.1,26.63,41.72,-18,-285.30000000000007,2022-12-02,Group Stage,3,1,0,2722,781,W
3857273,907,WC22,Wales,559,438,10,3,0,0.616,0.062,13,5,25,90,48,10,26,35,17,6,78.4,60.6,2.88,384,Wales,WAL,3828,70,774.7,21.98,39.97,45,561.2,23.74,39.97,25,213.5,2022-11-25,Group Stage,2,0,2,907,797,L
3857265,794,WC22,Mexico,544,437,11,4,0,0.529,0.048,21,0,21,96,44,8,18,21,9,8,80.3,60.0,2.97,58,Mexico,MEX,3818,36,424.1,27.23,41.49,60,740.6,25.74,41.49,-24,-316.5,2022-11-22,Group Stage,1,0,0,794,789,D
3869354,768,WC22,England,554,465,16,7,1,2.353,0.147,14,0,19,112,58,9,8,11,7,3,83.9,57.3,3.19,50,England,ENG,10513,52,580.2,25.76,45.0,49,572.9,27.46,45.0,3,7.300000000000068,2022-12-10,Quarter-finals,5,1,2,768,771,L
3857285,787,WC22,Senegal,430,344,15,4,0,0.691,0.046,12,1,18,112,28,9,13,34,6,4,80.0,46.7,3.66,372,Senegal,SEN,3812,61,762.8,24.68,41.43,68,863.6,25.01,41.43,-7,-100.80000000000007,2022-11-21,Group Stage,1,0,2,787,941,L
3857300,799,WC22,Saudi Arabia,286,197,3,2,2,0.153,0.051,5,0,11,141,35,21,13,29,14,5,68.9,30.7,3.69,382,Saudi Arabia,KSA,3816,44,511.3,22.7,35.6,37,452.4,23.94,35.6,7,58.900000000000034,2022-11-22,Group Stage,1,1,2,779,799,W
3869486,788,WC22,Morocco,249,184,9,3,1,0.972,0.108,4,1,11,163,50,15,25,35,16,7,73.9,25.4,3.6,374,Morocco,MAR,10512,42,520.9,24.78,35.88,52,667.9,24.5,35.88,-10,-147.0,2022-12-10,Quarter-finals,5,1,0,788,780,W
3857276,1833,WC22,Canada,562,480,5,0,0,1.096,0.219,9,1,14,135,61,10,13,12,26,13,85.4,58.8,2.49,380,Canada,CAN,3853,76,895.6,25.64,45.0,91,1058.8,26.51,45.0,-15,-163.19999999999993,2022-12-01,Group Stage,3,1,2,1833,788,L
3857287,783,WC22,Uruguay,570,475,10,1,0,0.417,0.042,13,0,16,102,36,17,20,31,14,5,83.3,55.2,3.33,369,Uruguay,URU,3825,61,860.4,25.65,45.0,61,890.3,26.75,45.0,0,-29.899999999999977,2022-11-24,Group Stage,1,0,0,783,791,D
3857287,791,WC22,South Korea,463,351,7,0,0,0.493,0.07,7,1,16,103,48,13,11,20,13,3,75.8,44.8,4.49,377,South Korea,KOR,3825,45,693.0,26.31,45.0,65,931.9,25.5,45.0,-20,-238.89999999999998,2022-11-24,Group Stage,1,0,0,783,791,D
3857262,780,WC22,Portugal,619,534,13,6,1,0.974,0.075,15,5,26,83,34,6,15,19,21,12,86.3,61.5,3.73,365,Portugal,POR,3857,70,901.1,23.95,44.02,70,936.5,25.26,44.02,0,-35.39999999999998,2022-12-02,Group Stage,3,2,1,791,780,L
3869254,773,WC22,Switzerland,528,438,10,3,1,1.272,0.127,6,2,8,106,44,9,14,15,8,5,83.0,52.0,3.78,370,Switzerland,SUI,10509,46,506.5,24.41,39.55,45,506.4,24.89,39.55,1,0.10000000000002274,2022-12-06,Round of 16,4,6,1,780,773,L
3857276,788,WC22,Morocco,393,310,7,2,2,0.426,0.061,5,2,17,154,39,13,14,29,13,6,78.9,41.2,3.1,374,Morocco,MAR,3853,48,556.7,26.32,42.4,70,782.5,25.57,42.4,-22,-225.79999999999995,2022-12-01,Group Stage,3,1,2,1833,788,W
3857300,779,WC22,Argentina,646,542,15,6,1,2.492,0.166,20,12,19,107,37,11,19,18,13,6,83.9,69.3,2.09,364,Argentina,ARG,3816,43,463.9,24.16,40.2,37,433.7,25.45,40.2,6,30.19999999999999,2022-11-22,Group Stage,1,1,2,779,799,L
3869254,780,WC22,Portugal,488,404,15,9,6,2.284,0.152,9,8,11,172,37,10,17,16,7,3,82.8,48.0,2.65,365,Portugal,POR,10509,51,541.3,24.06,34.79,56,629.3,24.12,34.79,-5,-88.0,2022-12-06,Round of 16,4,6,1,780,773,W
3857299,4885,WC22,Ghana,340,266,7,3,3,1.181,0.169,9,1,11,126,34,9,30,56,14,6,78.2,36.0,3.67,383,Ghana,GHA,3841,49,610.4,24.7,45.0,45,608.7,27.08,45.0,4,1.6999999999999318,2022-11-28,Group Stage,2,2,3,791,4885,W
3857273,797,WC22,Iran,363,227,21,6,2,1.454,0.069,19,4,15,161,50,15,20,16,10,4,62.5,39.4,2.85,373,Iran,IRN,3828,77,913.2,24.27,39.16,72,911.8,24.8,39.16,5,1.400000000000091,2022-11-25,Group Stage,2,0,2,907,797,W
3857267,3565,WC22,Ecuador,465,362,9,4,1,1.002,0.111,9,0,11,113,52,9,19,29,7,5,77.8,59.9,2.21,381,Ecuador,ECU,3844,50,592.4,23.97,45.0,34,458.0,26.9,45.0,16,134.39999999999998,2022-11-29,Group Stage,3,1,2,3565,787,L
3857260,794,WC22,Mexico,488,367,26,10,2,2.322,0.089,16,3,16,139,53,15,19,21,12,10,75.2,60.2,1.86,58,Mexico,MEX,3851,56,642.7,26.06,43.96,81,1019.7,26.09,43.96,-25,-377.0,2022-11-30,Group Stage,3,1,2,799,794,W
3857267,787,WC22,Senegal,311,213,13,3,2,1.707,0.131,12,3,17,126,29,7,14,39,20,13,68.5,40.1,3.16,372,Senegal,SEN,3844,50,574.2,26.41,45.0,50,617.1,27.51,45.0,0,-42.89999999999998,2022-11-29,Group Stage,3,1,2,3565,787,W
3857260,799,WC22,Saudi Arabia,322,194,10,2,1,1.076,0.108,6,2,5,129,41,15,28,30,11,3,60.2,39.8,2.84,382,Saudi Arabia,KSA,3851,94,1029.4,22.77,45.0,69,809.8,24.9,45.0,25,219.60000000000014,2022-11-30,Group Stage,3,1,2,799,794,L
